"unitid","institution name","year","C2020_A.First or Second Major","C2020_A.CIP Code -  2020 Classification","CipTitle","C2020_A.Award Level code","C2020_A.Grand total","IDX_C"
"132657","Lynn University","2020","First major","'24.0101'","Liberal Arts and Sciences/Liberal Studies","Bachelor's degree","2","-2"
"132657","Lynn University","2020","First major","'26.0101'","Biology/Biological Sciences, General","Bachelor's degree","19","-2"
"132657","Lynn University","2020","First major","'29.0207'","Cyber/Electronic Operations and Warfare","Bachelor's degree","2","-2"
"132657","Lynn University","2020","First major","'30.1701'","Behavioral Sciences","Associate's degree","1","-2"
"132657","Lynn University","2020","First major","'30.7101'","Data Analytics, General","Bachelor's degree","4","-2"
"132657","Lynn University","2020","First major","'31.0504'","Sport and Fitness Administration/Management","Bachelor's degree","34","-2"
"132657","Lynn University","2020","First major","'42.0101'","Psychology, General","Bachelor's degree","34","-2"
"132657","Lynn University","2020","First major","'42.0101'","Psychology, General","Master's degree","19","-2"
"132657","Lynn University","2020","First major","'42.2813'","Applied Psychology","Master's degree","1","-2"
"132657","Lynn University","2020","First major","'43.0103'","Criminal Justice/Law Enforcement Administration","Bachelor's degree","34","-2"
"132657","Lynn University","2020","First major","'43.0103'","Criminal Justice/Law Enforcement Administration","Master's degree","9","-2"
"132657","Lynn University","2020","First major","'43.0406'","Forensic Science and Technology","Bachelor's degree","9","-2"
"132657","Lynn University","2020","First major","'44.0401'","Public Administration","Master's degree","6","-2"
"132657","Lynn University","2020","First major","'45.1001'","Political Science and Government, General","Bachelor's degree","13","-2"
"132657","Lynn University","2020","First major","'49.0102'","Airline/Commercial/Professional Pilot and Flight Crew","Certificates of less than 1 year","0","-2"
"132657","Lynn University","2020","First major","'49.0102'","Airline/Commercial/Professional Pilot and Flight Crew","Certificates of at least 1 but less than 2 years","0","-2"
"132657","Lynn University","2020","First major","'49.0102'","Airline/Commercial/Professional Pilot and Flight Crew","Bachelor's degree","1","-2"
"132657","Lynn University","2020","First major","'49.0102'","Airline/Commercial/Professional Pilot and Flight Crew","Certificates of less than 12 weeks","0","-2"
"132657","Lynn University","2020","First major","'49.0104'","Aviation/Airway Management and Operations","Bachelor's degree","15","-2"
"132657","Lynn University","2020","First major","'49.0105'","Air Traffic Controller","Bachelor's degree","0","-2"
"132657","Lynn University","2020","First major","'50.0101'","Visual and Performing Arts, General","Bachelor's degree","0","-2"
"132657","Lynn University","2020","First major","'50.0409'","Graphic Design","Associate's degree","1","-2"
"132657","Lynn University","2020","First major","'50.0409'","Graphic Design","Bachelor's degree","11","-2"
"132657","Lynn University","2020","First major","'50.0409'","Graphic Design","Master's degree","0","-2"
"132657","Lynn University","2020","First major","'50.0501'","Drama and Dramatics/Theatre Arts, General","Bachelor's degree","2","-2"
"132657","Lynn University","2020","First major","'50.0602'","Cinematography and Film/Video Production","Bachelor's degree","10","-2"
"132657","Lynn University","2020","First major","'50.0903'","Music Performance, General","Bachelor's degree","11","-2"
"132657","Lynn University","2020","First major","'50.0903'","Music Performance, General","Postbaccalaureate certificate","11","-2"
"132657","Lynn University","2020","First major","'50.0903'","Music Performance, General","Master's degree","11","-2"
"132657","Lynn University","2020","First major","'50.0904'","Music Theory and Composition","Bachelor's degree","0","-2"
"132657","Lynn University","2020","First major","'50.0904'","Music Theory and Composition","Master's degree","0","-2"
"132657","Lynn University","2020","First major","'51.0701'","Health/Health Care Administration/Management","Bachelor's degree","0","-2"
"132657","Lynn University","2020","First major","'51.1508'","Mental Health Counseling/Counselor","Master's degree","12","-2"
"132657","Lynn University","2020","First major","'52.0201'","Business Administration and Management, General","Associate's degree","1","-2"
"132657","Lynn University","2020","First major","'52.0201'","Business Administration and Management, General","Bachelor's degree","13","-2"
"132657","Lynn University","2020","First major","'52.0201'","Business Administration and Management, General","Master's degree","257","-2"
"132657","Lynn University","2020","First major","'52.0701'","Entrepreneurship/Entrepreneurial Studies","Bachelor's degree","28","-2"
"132657","Lynn University","2020","First major","'52.0807'","Investments and Securities","Bachelor's degree","13","-2"
"132657","Lynn University","2020","First major","'52.0901'","Hospitality Administration/Management, General","Bachelor's degree","12","-2"
"132657","Lynn University","2020","First major","'52.0907'","Meeting and Event Planning","Bachelor's degree","8","-2"
"132657","Lynn University","2020","First major","'52.1099'","Human Resources Management and Services, Other","Bachelor's degree","1","-2"
"132657","Lynn University","2020","First major","'52.1101'","International Business/Trade/Commerce","Bachelor's degree","60","-2"
"132657","Lynn University","2020","First major","'52.1401'","Marketing/Marketing Management, General","Bachelor's degree","22","-2"
"132657","Lynn University","2020","First major","'52.1401'","Marketing/Marketing Management, General","Postbaccalaureate certificate","1","-2"
"132657","Lynn University","2020","First major","'52.1902'","Fashion Merchandising","Bachelor's degree","12","-2"
"132675","North Florida Technical College","2020","First major","'11.0901'","Computer Systems Networking and Telecommunications","Certificates of at least 1 but less than 2 years","2","-2"
"132675","North Florida Technical College","2020","First major","'12.0401'","Cosmetology/Cosmetologist, General","Certificates of at least 1 but less than 2 years","4","-2"
"132675","North Florida Technical College","2020","First major","'12.0503'","Culinary Arts/Chef Training","Certificates of at least 1 but less than 2 years","1","-2"
"132675","North Florida Technical College","2020","First major","'13.1210'","Early Childhood Education and Teaching","Certificates of less than 1 year","0","-2"
"132675","North Florida Technical College","2020","First major","'13.1210'","Early Childhood Education and Teaching","Certificates of at least 12 weeks but less than 1 year","0","-2"
"132675","North Florida Technical College","2020","First major","'46.0302'","Electrician","Certificates of at least 1 but less than 2 years","0","-2"
"132675","North Florida Technical College","2020","First major","'47.0201'","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician","Certificates of less than 1 year","0","-2"
"132675","North Florida Technical College","2020","First major","'47.0201'","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician","Certificates of at least 12 weeks but less than 1 year","0","-2"
"132675","North Florida Technical College","2020","First major","'48.0508'","Welding Technology/Welder","Certificates of less than 1 year","1","-2"
"132675","North Florida Technical College","2020","First major","'48.0508'","Welding Technology/Welder","Certificates of at least 1 but less than 2 years","2","-2"
"132675","North Florida Technical College","2020","First major","'48.0508'","Welding Technology/Welder","Certificates of at least 12 weeks but less than 1 year","1","-2"
"132675","North Florida Technical College","2020","First major","'49.0205'","Truck and Bus Driver/Commercial Vehicle Operator and Instructor","Certificates of less than 1 year","24","-2"
"132675","North Florida Technical College","2020","First major","'49.0205'","Truck and Bus Driver/Commercial Vehicle Operator and Instructor","Certificates of at least 12 weeks but less than 1 year","24","-2"
"132675","North Florida Technical College","2020","First major","'51.0801'","Medical/Clinical Assistant","Certificates of at least 1 but less than 2 years","0","-2"
"132675","North Florida Technical College","2020","First major","'51.3901'","Licensed Practical/Vocational Nurse Training","Certificates of at least 1 but less than 2 years","39","-2"
"132675","North Florida Technical College","2020","First major","'51.3902'","Nursing Assistant/Aide and Patient Care Assistant/Aide","Certificates of less than 1 year","12","-2"
"132675","North Florida Technical College","2020","First major","'51.3902'","Nursing Assistant/Aide and Patient Care Assistant/Aide","Certificates of less than 12 weeks","12","-2"
"132675","North Florida Technical College","2020","First major","'51.3902'","Nursing Assistant/Aide and Patient Care Assistant/Aide","Certificates of at least 12 weeks but less than 1 year","0","-2"
